id,name,summary,provider,language,url,thumbnail,tags
430,Lifeline - communiquer pour sauver des vies. Comment renforcer l’action humanitaire en collaborant avec les médias,Ce guide vise à encourager la collaboration entre les organisations humanitaires et les médias afin de sauver des vies et réduire la souffrance des populations victimes d’une crise humanitaire.,BBC Media Action,fr,https://kayaconnect.org/course/info.php?id=1160,https://kayaconnect.org/pluginfile.php/99547/course/overviewfiles/hgsfhgsf.png,"accountability, communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
431,Lifeline - Manual de Producción,Una guía sobre cómo producir programas de radio y televisión para personas afectadas por emergencias humanitarias,BBC Media Action,es,https://kayaconnect.org/course/info.php?id=553,https://kayaconnect.org/pluginfile.php/26589/course/overviewfiles/ggfffew.png,"communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
432,Lifeline Production Manual,A guide on how to make programming for people affected by humanitarian emergencies.,BBC Media Action,en,https://kayaconnect.org/course/info.php?id=472,https://kayaconnect.org/pluginfile.php/14628/course/overviewfiles/ggfffew.png,"communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
433,Lifeline Production Manual (Bangla),A guide on how to make programming for people affected by humanitarian emergencies.,BBC Media Action,ben,https://kayaconnect.org/course/info.php?id=1229,https://kayaconnect.org/pluginfile.php/106944/course/overviewfiles/ggfffew.png,"communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
434,Lifeline Production Manual (Burmese),A guide on how to make programming for people affected by humanitarian emergencies. ,BBC Media Action,mya,https://kayaconnect.org/course/info.php?id=488,https://kayaconnect.org/pluginfile.php/14924/course/overviewfiles/ggfffew.png,"communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
435,Lifeline Production Manual - नेपाली,नेपाली - A guide on how to make programming for people affected by humanitarian emergencies. ,BBC Media Action,nep,https://kayaconnect.org/course/info.php?id=487,https://kayaconnect.org/pluginfile.php/14914/course/overviewfiles/ggfffew.png,"communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
436,Lifeline Production  - اردو,اردو - A guide on how to make programming for people affected by humanitarian emergencies,BBC Media Action,urd,https://kayaconnect.org/course/info.php?id=554,https://kayaconnect.org/pluginfile.php/26596/course/overviewfiles/ggfffew.png,"communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
437,Lifeline Programming,"Learn how to create media programming that will help audiences survive, cope and recover in humanitarian crises.",BBC Media Action,en,https://kayaconnect.org/course/info.php?id=489,https://kayaconnect.org/pluginfile.php/14935/course/overviewfiles/bbc.PNG,"communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
438,Lifeline - Working with broadcasters in humanitarian crises,Tools for Aid Agencies - tips for aid workers on working with media to save lives. ,BBC Media Action,en,https://kayaconnect.org/course/info.php?id=473,https://kayaconnect.org/pluginfile.php/14641/course/overviewfiles/hgsfhgsf.png,"accountability, communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
439,Lifeline - Working with broadcasters in humanitarian crises (Bangla),Tools for Aid Agencies - tips for aid workers on working with media to save lives. ,BBC Media Action,ben,https://kayaconnect.org/course/info.php?id=1230,https://kayaconnect.org/pluginfile.php/106953/course/overviewfiles/hgsfhgsf.png,"accountability, communication-and-language-skills, communications, humanitarian-essentials, information-management-and-technology, management-essentials, programmatic-support"
440,Linking Humanitarian CVA with Social Protection,An online self-study course -  Linking Humanitarian Cash and Voucher Assistance with Social Protection.,CALP Network (CALP),en,https://kayaconnect.org/course/info.php?id=4464,"https://kayaconnect.org/pluginfile.php/744252/course/overviewfiles/Christine Coudour, Togo, 2022, WFP - Small Kaya course page - v2.jpg","cash, coordination, humanitarian-essentials, information-management-and-technology, leadership-skills, management-essentials, monitoring-and-evaluation, programmatic-support, programme-design, project-management, technical-sectors"
441,Localisation in the Humanitarian Coordination System,"Find out more about localisation in Cluster Coordination and Reponse – what it is, why it is important, and how to do it ethically, practically, and simply.","Child Protection Cluster, Global Education Cluster, Global Nutrition Cluster, Global Wash Cluster, Humanitarian Leadership Academy",en,https://kayaconnect.org/course/info.php?id=9709,https://kayaconnect.org/pluginfile.php/1363822/course/overviewfiles/Local Thumb.png,"coordination, diversity-and-equality, education, food-security-and-nutrition, humanitarian-essentials, programmatic-support, protection, technical-sectors, water-sanitation-and-hygiene-(wash)"
442,Localization of Digital Transformation ,The Localization of Digital Transformation resources are designed for staff of local nonprofits with basic digital infrastructure seeking to advance their knowledge and facilitate their organization's digital transformation. ,NetHope Trainings,en,https://kayaconnect.org/course/info.php?id=9408,https://kayaconnect.org/pluginfile.php/1356619/course/overviewfiles/Banner - LDT.png,"humanitarian-essentials, programmatic-support, programme-design, technical-sectors"
443,Logic Models,"MEAL uses three common project Logic Models: the Theory of Change, the Results Framework, and the Logical Framework to support effective programme and project management. This module explores the purpose of these Logic Models.","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",en,https://kayaconnect.org/course/info.php?id=2804,https://kayaconnect.org/pluginfile.php/324371/course/overviewfiles/MEALImage.png,"accountability, humanitarian-essentials, monitoring-and-evaluation, programmatic-support"
444,Los efectos de las emergencias en la salud y la nutrición: Guía avanzada,Conjunto de herramientas dirigido a profesionales de la salud y la nutrición para ayudar a predecir el impacto de las diferentes emergencias en estos sectores.,"Save the Children, Humanitarian Leadership Academy",es,https://kayaconnect.org/course/info.php?id=651,https://kayaconnect.org/pluginfile.php/36483/course/overviewfiles/Image without texts.png,"food-security-and-nutrition, health, health-and-safety, humanitarian-essentials, monitoring-and-evaluation, programmatic-support, safety-and-security, technical-sectors"
445,Los efectos de las emergencias en la salud y la nutrición - una introducción,"Introducción a los efectos de las emergencias en la salud y la nutrición, dirigida a personal humanitario sobre el terreno y a profesionales de la salud y la nutrición.","Save the Children, Humanitarian Leadership Academy",es,https://kayaconnect.org/course/info.php?id=646,https://kayaconnect.org/pluginfile.php/36012/course/overviewfiles/Image without text.png,"food-security-and-nutrition, health, health-and-safety, humanitarian-essentials, monitoring-and-evaluation, programmatic-support, safety-and-security, technical-sectors"
446,Los Fundamentos del Start Fund,Los Fundamentos del Start Fund es un curso de cuatro módulos que los miembros de Start Network deben completar antes de participar en el Start Fund.,Start Network,es,https://kayaconnect.org/course/info.php?id=11821,https://kayaconnect.org/pluginfile.php/1512902/course/overviewfiles/Start ThumbNail.png,"disaster-management-and-risk-reduction, humanitarian-essentials, programmatic-support, technical-sectors"
447,Lucrul în parteneriate ,Acest modul se adresează persoanelor care doresc să înțeleagă principiile-cheie ale colaborării în parteneriate în cadrul răspunsurilor umanitare. ,Humanitarian Leadership Academy,ron,https://kayaconnect.org/course/info.php?id=4565,https://kayaconnect.org/pluginfile.php/775025/course/overviewfiles/WiP Banner.jpg,"humanitarian-essentials, management-essentials"
